CharacteristicName,ResultMeasure/MeasureUnitCode,Frequency
Oil range organics,mg/kg,45
Oil range organics,ug/kg,2
Organic Nitrogen,mg/l,15992
Organic carbon,%,724
Organic carbon,% by wt,57
Organic carbon,None,3
Organic carbon,g/kg,305
Organic carbon,mg/kg,111
Organic carbon,mg/l,14908
Organic carbon,ppm,454
Organic carbon,ug/g,126
Organic carbon,ug/l,13
Organic phosphorus,mg/l,26
Organic phosphorus,mg/l as P,240
Orthophosphate,None,134
Orthophosphate,mg/kg,16
Orthophosphate,mg/l,97842
Orthophosphate,mg/l as P,4982
Orthophosphate,mg/l asPO4,4983
Orthophosphate,ppb,543
Orthophosphate,ug/l,2902
Orthophosphate as P,mg/l,3265
Orthophosphate as PO4,mg/l,914
Orthophosphate as PO4,ppb,217
Oryzalin,ug/l,6
Oxidation reduction potential (ORP),m/y,426
Oxidation reduction potential (ORP),mV,53076
Oxychlordane,None,6
Oxychlordane,ng/g,95
Oxychlordane,pg/l,13
Oxychlordane,ug/g,106
Oxychlordane,ug/kg,288
Oxycodone-d3,%,4
Oxygen,% saturatn,8844
Oxygen,mg/l,133058
Oxygen-18,per mil,142
PAH,ug/kg,3
PCB-105/132,ng/g,54
PCB-105/132,pg/g,52
PCB-105/132/153,ng,27
PCB-107/124,ng/kg,246
PCB-109/123,ng/g,54
PCB-110/115,ng/kg,246
PCB-114/131,ng,29
PCB-114/131,pg/g,66
PCB-12/13,ng,16
PCB-12/13,ng/kg,246
PCB-122/165,ng/g,8
PCB-123/149,ng,14
PCB-123/149,ng/g,13
PCB-123/149,pg/g,56
PCB-123/149,pg/l,11
PCB-124/135/144,ng,27
PCB-124/135/144/147,pg/g,66
PCB-124/147,ng,16
PCB-128/166,ng/kg,246
PCB-128/167,ng,25
PCB-128/185,ng/g,54
PCB-129/138/160/163,ng/kg,246
PCB-129/178,ng,16
PCB-129/178,ng/g,52
PCB-13/27,ng/g,22
PCB-132/153,ng/g,29
PCB-132/153,ng/l,50
PCB-132/153,pg/l,13
PCB-132/153,ug/g,6
PCB-134/143,ng/kg,246
PCB-135/144,ng,30
PCB-135/144,ng/g,27
PCB-135/144,ng/l,50
PCB-135/144,pg/l,11
PCB-135/144,ug/g,6
PCB-135/151/154,ng/kg,246
PCB-137/176,ng,30
PCB-137/176,ng/g,16
PCB-137/176,ng/l,50
PCB-137/176,pg/g,50
PCB-137/176,ug/g,6
PCB-138/163,ng,30
PCB-138/163,ng/g,27
PCB-138/163,ng/l,50
PCB-138/163,pg/g,66
PCB-138/163,pg/l,12
PCB-138/163,ug/g,6
PCB-139/140,ng/kg,246
PCB-147/149,ng/kg,246
PCB-15/17,ng,14
PCB-15/17,pg/g,44
PCB-15/18,ng/g,12
PCB-15/18,pg/l,13
PCB-153/168,ng/kg,246
PCB-156/157,ng/kg,246
PCB-156/171/202,ng/g,9
PCB-156/171/202,pg/g,66
PCB-156/171/202,pg/l,4
PCB-157/200,ng,18
PCB-157/200,pg/g,62
PCB-16/32,ng,16
PCB-16/32,ng/g,14
PCB-16/32,ng/l,50
PCB-16/32,pg/g,34
PCB-16/32,pg/l,11
PCB-170/190,ng,30
PCB-170/190,ng/g,24
PCB-170/190,ng/l,50
PCB-170/190,pg/l,2
PCB-170/190,ug/g,6
PCB-171/173,ng/kg,246
PCB-171/201,ng/g,54
PCB-171/202,ng,2
PCB-171/202,ng/g,11
PCB-171/202,ng/l,50
PCB-172/197,ng/g,11
PCB-172/197,ng/l,50
PCB-18/30,ng/kg,246
PCB-180/193,ng/kg,246
PCB-182/187,ng,30
PCB-182/187,ng/g,29
PCB-182/187,ng/l,50
PCB-182/187,pg/g,66
PCB-182/187,pg/l,5
PCB-182/187,ug/g,6
PCB-183/185,ng/kg,246
PCB-194/205,ng,9
PCB-195/207,ng/g,54
PCB-195/208,ng,30
PCB-195/208,ng/g,16
PCB-195/208,ng/l,50
PCB-195/208,pg/g,66
PCB-196/203,ng/g,25
PCB-196/203,ng/l,50
PCB-196/203,pg/l,2
PCB-196/203,ug/g,6
PCB-197/200,ng/kg,246
PCB-198/199,ng/kg,246
PCB-20/28,ng/kg,246
PCB-20/33,ng/g,16
PCB-21/33,ng/g,8
PCB-21/33,ng/kg,246
PCB-21/33,pg/l,13
PCB-24/27,ng,16
PCB-24/27,ng/g,13
PCB-24/27,ng/l,50
PCB-24/27,pg/g,14
PCB-24/27,pg/l,3
PCB-26/29,ng/kg,246
PCB-27/33/53,ng,30
PCB-28/31,ng,16
PCB-28/31,ng/g,15
PCB-28/31,ng/l,50
PCB-28/31,ug/g,2
PCB-34/54,ng/g,34
PCB-37/41,ng/g,30
PCB-37/42,ng,16
PCB-37/42,ng/g,20
PCB-37/42,ng/l,50
PCB-37/42,pg/l,2
PCB-4/10,ng,30
PCB-4/10,pg/g,16
PCB-40/103,ng/g,14
PCB-40/41/71,ng/kg,246
PCB-41/64/71,ng,16
PCB-41/64/71,ng/g,11
PCB-41/64/71,ng/l,50
PCB-41/71,ng/g,14
PCB-41/71,pg/g,40
PCB-41/71,pg/l,6
PCB-41/71,ug/g,4
PCB-44/47/65,ng/kg,246
PCB-45/51,ng/kg,246
PCB-47/104,ng/g,54
PCB-47/48,ng,16
PCB-47/48,ng/g,16
PCB-47/48,ng/l,50
PCB-49/69,ng/kg,246
PCB-5/8,ng,30
PCB-5/8,ng/g,14
PCB-5/8,ng/l,50
PCB-5/8,pg/g,12
PCB-5/8,pg/l,9
PCB-50/53,ng/kg,246
PCB-56/60,ng,30
PCB-56/60,ng/g,28
PCB-56/60,ng/l,50
PCB-56/60,pg/g,54
PCB-56/60,pg/l,12
PCB-56/60,ug/g,6
PCB-56/84,ng/g,54
PCB-59/62/75,ng/kg,246
PCB-61/70/74/76,ng/kg,246
PCB-63/93,ng/g,26
PCB-66/91,ng/g,54
PCB-66/95,ng,30
PCB-66/95,ng/g,11
PCB-66/95,ng/l,50
PCB-7/9,ng,14
PCB-7/9,pg/g,20
PCB-70/76,ng,30
PCB-70/76,ng/g,22
PCB-70/76,ng/l,50
PCB-70/76,pg/g,60
PCB-70/76,pg/l,12
PCB-70/76,ug/g,6
PCB-77/110,ng,30
PCB-77/110,ng/g,23
PCB-77/110,ng/l,50
PCB-77/110,pg/g,62
PCB-77/110,pg/l,10
PCB-77/144,ng/g,54
PCB-81/87,ng,29
PCB-81/87,ng/g,5
PCB-81/87,ug/g,6
PCB-83/119,ng/g,46
PCB-83/99,ng/kg,238
PCB-84/89/92,ng/g,5
PCB-84/89/92,ug/g,6
PCB-84/92,ng,30
PCB-84/92,ng/g,11
PCB-84/92,ng/l,50
PCB-85/115/154,ng/g,50
PCB-85/116/117,ng/kg,246
PCB-86/87/97/108/119/125,ng/kg,246
PCB-88/91,ng/kg,246
PCB-90/101,ng/g,54
PCB-90/101/113,ng/kg,246
PCB-93/95/98/100/102,ng/kg,246
Palmitic acid,ug/kg,2
Parathion,ug/kg,10
Parathion,ug/l,22
"Particle size, Sieve No. 04, 4 mesh, (4.75mm)",%,20
"Particle size, Sieve No. 10, 9 mesh, (2.00mm)",%,20
"Particle size, Sieve No. 100, 100 mesh, (0.150mm)",%,20
"Particle size, Sieve No. 140, 150 mesh, (0.106mm)",%,20
"Particle size, Sieve No. 20, 20 mesh, (0.850mm)",%,20
"Particle size, Sieve No. 200, 200 mesh, (0.075mm)",%,40
"Particle size, Sieve No. 40, 35 mesh, (0.425mm)",%,20
"Particle size, Sieve No. 60, 60 mesh, (0.250mm)",%,20
Pendimethalin,ug/kg,225
Pendimethalin,ug/l,26
Pentachloroanisole,ug/g,12
Pentachloroanisole,ug/kg,288
Pentachlorobenzene,ug/g,6
Pentachlorobenzene,ug/kg,238
Pentachlorobenzene,ug/l,9
Pentachlorobiphenyl,ng,4
Pentachlorodibenzo-p-dioxin,ng/kg,134
Pentachlorodibenzo-p-dioxin,pg/g,8
Pentachlorodibenzo-p-dioxin,ppt,1
Pentachlorodibenzofuran,ng/kg,128
Pentachlorodibenzofuran,pg/g,8
Pentachlorodibenzofuran,ppt,1
Pentachloronitrobenzene,ug/l,9
Pentachlorophenol,ug/g,27
Pentachlorophenol,ug/kg,290
Pentachlorophenol,ug/l,24
Pentacosane,%,92
Pentadecane,ug/kg,2
Perfluorobutanesulfonate,ng/l,1
Perfluorobutanoate,ng/g,14
Perfluorobutanoate,ng/l,13
Perfluorodecanoic acid,ng/g,351
Perfluorodecanoic acid,ng/l,1
Perfluoroheptanoic acid,ng/g,6
Perfluoroheptanoic acid,ng/l,11
Perfluorohexanesulfonate,ng/g,6
Perfluorohexanesulfonate,ng/l,4
Perfluorohexanoic acid,ng/g,7
Perfluorohexanoic acid,ng/l,10
Perfluorolauric acid,ng/g,131
Perfluorononanoic acid,ng/g,51
Perfluorononanoic acid,ng/l,5
Perfluorooctanesulfonamide,ng/g,116
Perfluorooctanesulfonamide,ng/l,2
Perfluorooctanesulfonate,ng/g,684
Perfluorooctanesulfonate,ng/l,12
Perfluorooctanoic acid,ng/g,19
Perfluorooctanoic acid,ng/l,15
Perfluoroundecanoate,ng/g,192
Perfluorovaleric acid,ng/g,16
Perfluorovaleric acid,ng/l,6
Perylene,ng,4
Perylene,ng/g,57
Perylene,ng/l,10
Perylene,ug/kg,448
Perylene,ug/l,2
"Pesticide mix, unspecified",ug/l,10
Petroleum phenols,ug/l,41
Phenacetin,ug/l,9
Phenanthrene,None,2
Phenanthrene,mg/kg,2
Phenanthrene,ng,4
Phenanthrene,ng/g,118
Phenanthrene,ng/l,10
Phenanthrene,ug/g,2
Phenanthrene,ug/kg,787
Phenanthrene,ug/l,52
Phenanthrene-d10,%,74
Phenanthridine,ug/kg,1
Phenol,mg/kg,3
Phenol,ug/g,2
Phenol,ug/kg,330
Phenol,ug/l,10
Phenol-D6,%,6
Phenol-d5,%,11
Phenols,ug/l,89
Phenyl ether,ug/kg,238
Pheophytin a,ppb,758
Pheophytin a,ug/l,48025
Phorate,ug/l,6
Phosmet,ug/l,20
Phosphate-phosphorus,mg/kg,1915
Phosphate-phosphorus,mg/l,116790
Phosphate-phosphorus,ug/l,32
Phosphate-phosphorus as P,mg/kg,115
Phosphate-phosphorus as P,mg/l,10280
Phosphorus,%,17
Phosphorus,% by wt,61
Phosphorus,mg/g,29
Phosphorus,mg/kg,534
Phosphorus,mg/kg as P,583
Phosphorus,mg/l,291179
Phosphorus,mg/l as P,25763
Phosphorus,mg/l asPO4,512
Phosphorus,ppb,1452
Phosphorus,ug/l,25586
Phosphorus,ug/l as P,183
Phosphorus as P,mg/l,16
Photomirex,ug/g,4
Phycocyanin,ug/l,104
Phycocyanins,RFU,35
Phycocyanins,ug/l,29
Phytoplankton,#/l,643
Phytoplankton,#/ml,1416
Picloram,ug/l,6
Plant height (Above water),cm,268
Plant height (Total),cm,312
Plastic limit,%,4
Plasticity index,%,4
Polyarthra,#/ml,27
Polybrominated diphenyl ethers,ng/g,54
Polychlorinated biphenyls,ng,34
Polychlorinated biphenyls,ng/g,138
Polychlorinated biphenyls,ng/kg,238
Polychlorinated biphenyls,pg/g,8
Polychlorinated biphenyls,pg/l,13
Polychlorinated biphenyls,ug/g,564
Polychlorinated biphenyls,ug/kg,563
Polychlorinated biphenyls,ug/l,82
Polycyclic aromatic hydrocarbons,ng,8
Polycyclic aromatic hydrocarbons,ng/g,60
Polycyclic aromatic hydrocarbons,ng/l,20
Polycyclic aromatic hydrocarbons,ug/kg,352
Polyphosphate,mg/l,460
Potassium,%,17
Potassium,% by wt,22
Potassium,mg/kg,1427
Potassium,mg/l,15964
Potassium,ug/g,2
Potassium,ug/kg,95
Potassium,ug/l,225
Potassium-40,pCi/L,62
Precipitation,in,134
Precipitation during activity (choice list),None,151
"Precipitation, time since event",days,78
Progesterone-13C3,%,18
Prometon,ug/l,10
Prometryn,ug/l,8
Pronamide,ug/l,9
Propiconazole,ppt,2
Propoxur,mg/kg,9
Propylene glycol,mg/l,1
Pseudoephedrine-d3,%,4
Pyrene,None,2
Pyrene,mg/kg,2
Pyrene,ng,4
Pyrene,ng/g,120
Pyrene,ng/l,10
Pyrene,ug/g,2
Pyrene,ug/kg,840
Pyrene,ug/l,56
Pyrene-d10,%,15
Pyridine,ug/l,9
RBP High water mark,ft/s,32
RBP Stream width,ft,58
RBP Substrate - Silt 0.004-0.06 mm,%,8
"RBP2, Substrate, inorganic, clay, <0.004 mm",%,8
Radium-226,dpm/g,285
Radium-226,pCi/g,21
Root weight,g,304
Rubidium,mg/kg,186
Rubidium,ug/g,2
Rubidium,ug/l,3
S-Ethyl dipropylthiocarbamate,ug/l,6
SPAR,uE/m2/sec,70885
Saflufenacil,ng/l,1
Safrole,ug/l,9
Salinity,PSS,144
Salinity,ppt,19554
Salmonella,#/100ml,145
Sand,%,38
Saxitoxin,ng/l,2
Saxitoxin,ug/l,2
Saxitoxins,ug/l,5
Scandium,mg/kg,345
Secchi Reading Condition (choice list),None,1312
"Secchi, Horizontal Distance",ft,1
Second PCB total for IADN,ng,30
"Second Suite of PCBs in air from Hoff, 1999",ng,30
Sediment,%,51
Sediment Depth,ft,21
Selenium,mg/kg,318
Selenium,mg/l,36
Selenium,ug/g,90
Selenium,ug/kg,273
Selenium,ug/l,437
Seston,mg/l,30
Sex (choice list),None,153620
Shoot weight,g,304
Silica,mg/kg,64
Silica,mg/l,29015
Silica,ug/l,82
Silica gel treated n-hexane extractable material,mg/kg,4
Silicate,mg/l,2118
Silicate,ug/g,6
Silicon,mg/l,78
Silver,mg/kg,510
Silver,mg/l,36
Silver,ug/g,25
Silver,ug/kg,95
Silver,ug/l,273
Silver,umol/g,12
Silvex,ug/kg,3
Silvex,ug/l,33
Simazine,ug/l,29
Simetryn,ug/l,10
Simultaneously extracted metals,ug/kg,3
Simultaneously extracted metals,umol/g,1
Simultaneously extracted metals/acid volatile sulfides,None,5
Sodium,%,17
Sodium,mg/kg,1106
Sodium,mg/l,16224
Sodium,ug/g,2
Sodium,ug/kg,95
Sodium,ug/l,355
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],None,4186
Sodium plus potassium,mg/l as Na,47
"Sodium, percent total cations",%,4110
"Solar irradiation, local",Langleys,1
"Solar irradiation, local",cal/cm2/d,3
Soluble Reactive Phosphorus (SRP),mg/l,268
Specific UV Absorbance at 254 nm,L/mg-cm,1
"Specific UV Absorbance at 254 nm, corrected for Fe",L/mg-cm,1
Specific conductance,None,2
Specific conductance,S/m,5728
Specific conductance,mS/cm,19564
Specific conductance,mg/l,166
Specific conductance,mho/cm,1127
Specific conductance,uS/cm,799113
Specific conductance,uS/cm @25C,137110
Specific conductance,ug/l,237
Specific conductance,umho/cm,85547
Specific gravity,None,6
Specific gravity,g/cm3,30
Split Count,#/m3,1005
Split Count,None,198584
Stigmastan-3.beta.-ol,ug/kg,77
Stigmastan-3.beta.-ol,ug/l,16
"Stream flow, instantaneous",ft3/s,144
"Stream flow, instantaneous",m3/sec,144
"Stream flow, mean. daily",ft3/s,3
Stream stage,ft,866
Stream width measure,ft,12
Strontium,mg/kg,438
Strontium,ug/g,2
Strontium,ug/l,582
Strontium-90,pCi/L,1
Styrene,ug/kg,241
Styrene,ug/l,104
Subsample_A,None,465
Subsample_A,ml,887
Subsample_B,None,465
Subsample_B,ml,887
Substrate - clay,%,2
Substrate - clay/fine partic. org. matt.,%,30
Substrate - claypan soil,%,2
Substrate - grain size,%,581
Substrate - grain size,% by wt,15
Substrate - gravel,%,10
"Substrate - sand, coarse",%,2
"Substrate - sand, very coarse",%,2
"Substrate - silt, coarse",%,2
"Substrate - silt, fine",%,2
"Substrate - silt, medium",%,2
"Substrate - silt, very fine",%,2
Substrate - silt/clay mix,%,40
"Substrate, clay, medium",%,2
Suite of PCBs for IADN,ng,30
"Suite of PCBs in air from Hoff, 1999",ng,30
Sulfamethoxazole-13C6,%,4
Sulfate,mg/kg,16
Sulfate,mg/l,21756
Sulfate,ug/l,76
Sulfate as SO4,mg/l,1839
Sulfide,mg/kg,2
Sulfide,mg/l,659
Sulfide,ug/l,140
Sulfide,umol/g,2
Sulfite,mg/l,4
Sulfur,%,10
Sulfur,mg/g,2
Sulfur,mg/kg,424
Sulfur,ug/l,18
Sulfur Sulfate,mg/l,1353
Surface area,ac,17
Survival,%,36
Suspended Sediment Concentration (SSC),mg/l,40
Suspended Sediment Discharge,tons/day,3
Suspended sediment concentration (SSC),%,3
Synchaeta,#/ml,9
Tannin and Lignin,mg/l,16
Tantalum,mg/kg,124
Taxon Present (Y/N) (choice list),None,596
Temazepam-d5,%,4
"Temperature, air",deg C,21664
"Temperature, air",deg F,2767
"Temperature, air, deg C",deg C,2174
"Temperature, air, deg F",deg F,19
"Temperature, sample",None,17
"Temperature, sample",deg C,5004
"Temperature, water",Deg,1
"Temperature, water",deg C,1726636
"Temperature, water",deg F,474306
"Temperature, water",ft,100
"Temperature, water",mg/l,5
"Temperature, water",ug/l,1
Terbufos,ug/l,6
Terbuthylazine,%,2
Tetrabromobisphenol A,ug/kg,173
Tetrachloro-m-xylene,%,901
Tetrachlorobiphenyl,ng,4
Tetrachlorodibenzo-p-dioxin,ng/kg,122
Tetrachlorodibenzo-p-dioxin,pg/g,8
Tetrachlorodibenzo-p-dioxin,ppt,1
Tetrachlorodibenzofuran,ng/kg,102
Tetrachlorodibenzofuran,pg/g,8
Tetrachloroethene,ug/l,16
Tetrachloroethylene,ug/kg,32
Tetrachloroethylene,ug/l,88
Tetracosane,ug/kg,238
Tetradecane,ug/kg,238
Tetrahydrofuran,ug/l,2
Thallium,mg/kg,372
Thallium,mg/l,36
Thallium,ug/kg,95
Thallium,ug/l,8
Thiabendazole-d4,%,4
Thorium-232,mg/kg,325
Tin,mg/kg,11
Tin,ug/kg,3
Tin,ug/l,2
Titanium,%,17
Titanium,mg/kg,392
Titanium,ug/g,2
Titanium,ug/l,1
Toluene,ug/kg,32
Toluene,ug/l,106
Toluene-d8,%,11
Total Coliform,#/100ml,2257
Total Coliform,MPN,36
Total Coliform,MPN/100ml,2047
Total Coliform,cfu/100ml,284
Total Dichloro Biphenyls,ng/kg,238
"Total Dioxin TEQ, Fish",ng/kg,146
"Total Dioxin TEQ, Mammalian",pg/g,6
Total Heptachloro Biphenyls,ng/kg,238
Total Hexachloro Biphenyls,ng/kg,238
Total Kjeldahl nitrogen,mg/l,32
Total Kjeldahl nitrogen (Organic N & NH3),mg/l,131
Total Monochloro Biphenyls,ng/kg,237
"Total Nitrogen, mixed forms",mg/l,40
Total Nonachloro Biphenyls,ng/kg,238
Total Octachloro Biphenyls,ng/kg,238
Total Pentachloro Biphenyls,ng/kg,238
Total Sample Volume,l,22
Total Tetrachloro Biphenyls,ng/kg,238
Total Trichloro Biphenyls,ng/kg,238
Total dissolved solids,deg C,2
Total dissolved solids,g/l,5787
Total dissolved solids,mS/cm,1
Total dissolved solids,mg/l,29034
Total dissolved solids,ppm,5728
Total dissolved solids,tons/ac ft,4413
Total dissolved solids,tons/day,18
Total fixed solids,%,364
Total fixed solids,mg/l,6958
Total hardness,mg/l,751
Total solids,%,2607
Total solids,None,4
Total solids,mg/l,6733
Total suspended solids,%,75
Total suspended solids,deg C,2
Total suspended solids,kg,5
Total suspended solids,mg/l,66430
Total volatile solids,%,896
Total volatile solids,% by wt,203
Total volatile solids,mg/l,4852
Toxaphene,None,40
Toxaphene,mg/kg,20
Toxaphene,ng/g,114
Toxaphene,ug/g,52
Toxaphene,ug/kg,559
Toxaphene,ug/l,67
Toxaphene Cl6,ug/g,6
Toxaphene Cl7,ug/g,4
Toxaphene Cl8,ug/g,6
Toxaphene Parlar 26,ng/g,54
Toxaphene Parlar 38,ng/g,54
Toxaphene Parlar 40,ng/g,54
Toxaphene Parlar 41,ng/g,54
Toxaphene Parlar 44,ng/g,54
Toxaphene Parlar 50,ng/g,54
Toxaphene Parlar 62,ng/g,54
ToxapheneTMX1,ng/g,54
"Transmittance, Horizontal",%,263306
"Transparency, Secchi tube with disk",cm,255
"Transparency, tube with disk",NTU,1
"Transparency, tube with disk",cm,1574
"Transparency, tube with disk",mm,2
Triacontane,%,9
Triacontane,ug/kg,208
"Triazines mixture, unspecified",ugAtrazn/L,7
Tribromomethane,ug/kg,32
Tribromomethane,ug/l,108
Tributlytin,ug/kg,8
Tributyl phosphate,ug/kg,7
Tributyl phosphate,ug/l,6
Trichlorobiphenyl,ng,4
Trichloroethylene,ug/kg,32
Trichloroethylene,ug/l,121
Trichlorotrifluoroethane,ug/l,2
Trichocerca,#/ml,7
Triclosan,ug/kg,9
Triclosan,ug/l,1
Trifluralin,mg/kg,1
Trifluralin,ug/kg,225
Trifluralin,ug/l,26
Trimethoprim-d9,%,4
Tripentyltin chloride,%,8
Triphenyl phosphate,ug/l,3
"Tris(1,3-dichloro-2-propyl)phosphate",ug/l,1
Tris(2-butoxyethyl) phosphate,ug/l,2
Tris(2-chloroethyl) phosphate,ug/kg,1
Tris(2-chloroethyl) phosphate,ug/l,1
Tritium,pCi/L,56
Tropocyclops,count,24
True color,AU/cm,267
True color,None,3783
True color,PCU,14435
Turbidity,FNMU,279
Turbidity,FNRU,2006
Turbidity,FNU,25905
Turbidity,FTU,3285
Turbidity,JCU,366
Turbidity,JTU,533
Turbidity,NTRU,2617
Turbidity,NTU,88283
Turbidity,None,14284
Turbidity,T.U.,276
Turbidity,cm,27
Turbidity,deg C,3
Turbidity,in,7
Turbidity,mg/l,22
Turbidity,mg/l SiO2,7
Turbidity,nm,5718
Turbidity severity (choice list),code,164
UV 254,#/cm,1
UV Absorbance at 440 nm,#/cm,1
UV Absorbance at 440 nm,units/cm,566
"UV Absorption, relative conc. of organic constituents",units/cm,120
Undrained Shear Strength,psf,6
Utermohl concentration factor,None,829
Vanadium,mg/kg,651
Vanadium,ug/g,62
Vanadium,ug/kg,95
Vanadium,ug/l,123
Velocity - stream,ft/s,1
Viable seed count,count,246
Viable seed weight,g,182
Vinyl chloride,ug/kg,32
Vinyl chloride,ug/l,104
Visibility,None,10
Visibility,mi,1395
Volatile dissolved solids,mg/l,24
Volatile suspended solids,mg/l,30265
Volume settled,ml,829
Water,%,64
Water appearance (text),None,104
Water level (probe),ft,28608
Water level (probe),in,14
Water level (probe),m,734
Water level in relation to reference point,cm,60
Water level in relation to reference point,m,2899
Water level reference point elevation,m,157
Wave height,cm,1300
Wave height,ft,821
Wave height,in,9
Wave height,m,3826
Weather comments (text),None,1389
Weather condition (WMO code 4501) (choice list),None,109
Weight,%,2
Weight,None,38
Weight,g,1683
Weight,mg,28
Wet Bulk Density of Soils,g/cm3,28
Width,ft,1
Width,micron,129073
Width,mm,219
Wind Condition,None,685
Wind Condition (choice list),None,2543
"Wind direction (direction from, expressed 0-360 deg)",Deg,5581
"Wind force, Beaufort scale",None,145
Wind velocity,knots,1745
Wind velocity,mph,5859
Xylene,ug/kg,30
Xylene,ug/l,3
"Xylenes, m- & p- Mix",ug/l,91
Ytterbium,mg/kg,13
Yttrium,mg/kg,328
Zinc,mg/kg,2249
Zinc,mg/l,120
Zinc,ug/g,65
Zinc,ug/kg,151
Zinc,ug/l,2231
Zinc,umol/g,30
Zooplankton,#/l,98
"cis-1,2-Dichloroethylene",ug/kg,2
"cis-1,2-Dichloroethylene",ug/l,118
"cis-1,3-Dichloropropene",ug/kg,32
"cis-1,3-Dichloropropene",ug/l,103
"cis-Androsterone-2,2,3,4,4-d5",%,18
cis-Chlordane,ug/g,120
cis-Chlordane,ug/kg,544
cis-Chlordane,ug/l,8
cis-Nonachlor,ng/g,129
cis-Nonachlor,pg/l,7
cis-Nonachlor,ppb,1
cis-Nonachlor,ug/g,240
cis-Nonachlor,ug/kg,288
m-Chlorophenol,ug/kg,5
m-Cresol,ug/kg,8
m-Dichlorobenzene,ug/g,2
m-Dichlorobenzene,ug/kg,273
m-Dichlorobenzene,ug/l,86
m-Dinitrobenzene,ug/l,9
m-Nitroaniline,ug/g,2
m-Nitroaniline,ug/kg,43
m-Nitroaniline,ug/l,9
n-Butylbenzene,ug/l,16
n-Propylbenzene,ug/l,92
"o,p'-DDD",ppb,1
"o,p'-DDD",ug/g,87
"o,p'-DDD",ug/kg,288
"o,p'-DDE",ppb,1
"o,p'-DDE",ug/g,96
"o,p'-DDE",ug/kg,288
"o,p'-DDT",ng/g,54
"o,p'-DDT",ppb,1
"o,p'-DDT",ug/g,95
"o,p'-DDT",ug/kg,288
o-Chlorophenol,ug/g,2
o-Chlorophenol,ug/kg,280
o-Chlorophenol,ug/l,9
o-Chlorotoluene,ug/l,93
o-Cresol,ug/kg,43
o-Cresol,ug/l,9
o-Dichlorobenzene,ug/g,2
o-Dichlorobenzene,ug/kg,273
o-Dichlorobenzene,ug/l,28
o-Ethyltoluene,ug/kg,2
o-Fluorophenol,%,6
o-Nitroaniline,ug/g,2
o-Nitroaniline,ug/kg,43
o-Nitroaniline,ug/l,9
o-Nitrophenol,ug/g,2
o-Nitrophenol,ug/kg,281
o-Nitrophenol,ug/l,9
o-Terphenyl,%,50
o-Terphenyl,mg/kg,2
o-Xylene,ug/l,91
"o-Xylene, mixt. with m-xylene and p-xylene",ug/kg,2
"o-Xylene, mixt. with m-xylene and p-xylene",ug/l,11
"p,p' DDE + DDT",ng/g,20
"p,p'-DDD",None,28
"p,p'-DDD",mg/kg,20
"p,p'-DDD",ng/g,96
"p,p'-DDD",ppb,1
"p,p'-DDD",ug/g,248
"p,p'-DDD",ug/kg,705
"p,p'-DDD",ug/l,74
"p,p'-DDE",None,28
"p,p'-DDE",mg/kg,24
"p,p'-DDE",ng/g,116
"p,p'-DDE",ppb,1
"p,p'-DDE",ug/g,291
"p,p'-DDE",ug/kg,786
"p,p'-DDE",ug/l,74
"p,p'-DDT",None,8
"p,p'-DDT",mg/kg,20
"p,p'-DDT",ng/g,102
"p,p'-DDT",ppb,1
"p,p'-DDT",ug/g,273
"p,p'-DDT",ug/kg,710
"p,p'-DDT",ug/l,96
"p,p'-Dibromodiphenyl ether",ng/kg,57
"p-(1,1,3,3-Tetramethylbutyl)phenol",ug/kg,19
p-Bromofluorobenzene,%,5
p-Bromophenyl phenyl ether,ug/g,2
p-Bromophenyl phenyl ether,ug/kg,238
p-Bromophenyl phenyl ether,ug/l,9
p-Chloro-m-cresol,ug/g,2
p-Chloro-m-cresol,ug/kg,285
p-Chloro-m-cresol,ug/l,9
p-Chloroaniline,ug/g,2
p-Chloroaniline,ug/kg,43
p-Chloroaniline,ug/l,9
p-Chlorophenyl phenyl ether,ug/g,2
p-Chlorophenyl phenyl ether,ug/kg,281
p-Chlorophenyl phenyl ether,ug/l,9
p-Chlorotoluene,ug/l,93
p-Cresol,ug/g,2
p-Cresol,ug/kg,136
p-Cresol,ug/l,12
p-Cumylphenol,ug/kg,1
p-Cymene,ug/kg,238
p-Cymene,ug/l,16
p-Dichlorobenzene,ug/g,2
p-Dichlorobenzene,ug/kg,306
p-Dichlorobenzene,ug/l,28
p-Dinitrobenzene,ug/l,9
p-Nitroaniline,ug/g,2
p-Nitroaniline,ug/kg,43
p-Nitroaniline,ug/l,9
p-Nitrophenol,ug/g,2
p-Nitrophenol,ug/kg,237
p-Nitrophenol,ug/l,9
p-Terphenyl-d14,%,382
pH,NTU,2
pH,None,977369
pH,mV,16
pH,ng,1
pH,std units,135780
relative biovolume,ml,1353
relative biovolume,ug/m3,112
relative biovolume,um3/ml,40473
sec-Butylbenzene,ug/l,92
tert-Butylbenzene,ug/l,91
"trans-1,2-Dichloroethylene",ug/kg,32
"trans-1,2-Dichloroethylene",ug/l,104
"trans-1,3-Dichloropropene",ug/kg,32
"trans-1,3-Dichloropropene",ug/l,103
trans-Chlordane,ug/g,78
trans-Chlordane,ug/kg,556
trans-Chlordane,ug/l,6
